Area,Year,Deaths
"Charlotte, NC",2014,114
"Jacksonville, FL",2014,175
"Miami, FL",2014,65
"Norfolk, VA",2014,48
"Richmond, VA",2014,51
"Savannah, GA",2014,64
"St. Petersburg, FL",2014,46
"Tampa, FL",2014,132
"Washington, D.C.",2014,109
"Wilmington, DE",2014,15
E.S. Central,2014,1135
"Birmingham, AL",2014,254
"Chattanooga, TN",2014,88
"Knoxville, TN",2014,106
"Lexington, KY",2014,104
"Memphis, TN",2014,170
"Mobile, AL",2014,161
"Montgomery, AL",2014,93
"Nashville, TN",2014,159
W.S. Central,2014,1599
"Austin, TX",2014,102
"Baton Rouge, LA",2014,125
"Corpus Christi, TX",2014,67
"Dallas, TX",2014,236
"El Paso, TX",2014,122
"Fort Worth, TX",2014,
"Houston, TX",2014,356
"Little Rock, AR",2014,69
"New Orleans, LA",2014,62
"San Antonio, TX",2014,262
"Shreveport, LA",2014,66
"Tulsa, OK",2014,132
Mountain,2014,1191
"Albuquerque, NM",2014,134
"Boise, ID",2014,77
"Colorado Springs, CO",2014,58
"Denver, CO",2014,99
"Las Vegas, NV",2014,290
"Ogden, UT",2014,27
"Phoenix, AZ",2014,163
"Pueblo, CO",2014,26
"Salt Lake City, UT",2014,150
"Tucson, AZ",2014,167
Pacific,2014,1781
"Berkeley, CA",2014,11
"Fresno, CA",2014,120
"Glendale, CA",2014,26
"Honolulu, HI",2014,89
"Long Beach, CA",2014,67
"Los Angeles, CA",2014,271
"Pasadena, CA",2014,19
"Portland, OR",2014,130
"Sacramento, CA",2014,224
"San Diego, CA",2014,149
"San Francisco, CA",2014,122
"San Jose, CA",2014,211
"Santa Cruz, CA",2014,37
"Seattle, WA",2014,131
"Spokane, WA",2014,61
"Tacoma, WA",2014,113
Totalå¦,2014,11730
New England,2014,497
"Boston, MA",2014,116
"Bridgeport, CT",2014,31
"Cambridge, MA",2014,15
"Fall River, MA",2014,22
"Hartford, CT",2014,53
"Lowell, MA",2014,19
"Lynn, MA",2014,5
"New Bedford, MA",2014,17
"New Haven, CT",2014,37
"Providence, RI",2014,62
"Somerville, MA",2014,3
"Springfield, MA",2014,23
"Waterbury, CT",2014,21
"Worcester, MA",2014,73
Mid. Atlantic,2014,1587
"Albany, NY",2014,56
"Allentown, PA",2014,29
"Buffalo, NY",2014,84
"Camden, NJ",2014,24
"Elizabeth, NJ",2014,18
"Erie, PA",2014,47
"Jersey City, NJ",2014,11
"New York City, NY",2014,874
"Newark, NJ",2014,48
"Paterson, NJ",2014,
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,29
"Reading, PA",2014,36
"Rochester, NY",2014,148
"Schenectady, NY",2014,19
"Scranton, PA",2014,18
"Syracuse, NY",2014,97
"Trenton, NJ",2014,16
"Utica, NY",2014,15
"Yonkers, NY",2014,18
E.N. Central,2014,2026
"Akron, OH",2014,55
"Canton, OH",2014,31
"Chicago, IL",2014,268
"Cincinnati, OH",2014,87
"Cleveland, OH",2014,234
"Columbus, OH",2014,253
"Dayton, OH",2014,142
"Detroit, MI",2014,169
"Evansville, IN",2014,37
"Fort Wayne, IN",2014,63
"Gary, IN",2014,10
"Grand Rapids, MI",2014,62
"Indianapolis, IN",2014,179
"Lansing, MI",2014,52
"Milwaukee, WI",2014,71
"Peoria, IL",2014,56
"Rockford, IL",2014,56
"South Bend, IN",2014,59
"Toledo, OH",2014,76
"Youngstown, OH",2014,66
W.N. Central,2014,686
"Des Moines, IA",2014,
"Duluth, MN",2014,43
"Kansas City, KS",2014,25
"Kansas City, MO",2014,116
"Lincoln, NC",2014,50
"Minneapolis, MN",2014,92
"Omaha, NE",2014,109
"St. Louis, MO",2014,96
"St. Paul, MN",2014,62
"Wichita, KS",2014,93
S. Atlantic,2014,1143
"Atlanta, GA",2014,166
"Baltimore, MD",2014,148
"Charlotte, NC",2014,159
"Jacksonville, FL",2014,151
"Miami, FL",2014,64
"Norfolk, VA",2014,46
"Richmond, VA",2014,59
"Savannah, GA",2014,56
"St. Petersburg, FL",2014,73
"Tampa, FL",2014,109
"Washington, D.C.",2014,100
"Wilmington, DE",2014,12
E.S. Central,2014,1090
"Birmingham, AL",2014,189
"Chattanooga, TN",2014,99
"Knoxville, TN",2014,131
"Lexington, KY",2014,89
"Memphis, TN",2014,190
"Mobile, AL",2014,140
"Montgomery, AL",2014,88
"Nashville, TN",2014,164
W.S. Central,2014,1498
"Austin, TX",2014,91
"Baton Rouge, LA",2014,83
"Corpus Christi, TX",2014,50
"Dallas, TX",2014,156
"El Paso, TX",2014,102
"Fort Worth, TX",2014,
"Houston, TX",2014,351
"Little Rock, AR",2014,104
"New Orleans, LA",2014,74
"San Antonio, TX",2014,303
"Shreveport, LA",2014,66
"Tulsa, OK",2014,118
Mountain,2014,1228
"Albuquerque, NM",2014,117
"Boise, ID",2014,65
"Colorado Springs, CO",2014,77
"Denver, CO",2014,84
"Las Vegas, NV",2014,289
"Ogden, UT",2014,51
"Phoenix, AZ",2014,165
"Pueblo, CO",2014,38
"Salt Lake City, UT",2014,151
"Tucson, AZ",2014,191
Pacific,2014,1724
"Berkeley, CA",2014,11
"Fresno, CA",2014,121
"Glendale, CA",2014,34
"Honolulu, HI",2014,102
"Long Beach, CA",2014,39
"Los Angeles, CA",2014,233
"Pasadena, CA",2014,21
"Portland, OR",2014,134
"Sacramento, CA",2014,200
"San Diego, CA",2014,180
"San Francisco, CA",2014,117
"San Jose, CA",2014,198
"Santa Cruz, CA",2014,33
"Seattle, WA",2014,100
"Spokane, WA",2014,75
"Tacoma, WA",2014,126
Totalå¦,2014,11479
New England,2014,487
"Boston, MA",2014,114
"Bridgeport, CT",2014,34
"Cambridge, MA",2014,22
"Fall River, MA",2014,25
"Hartford, CT",2014,45
"Lowell, MA",2014,20
"Lynn, MA",2014,2
"New Bedford, MA",2014,14
"New Haven, CT",2014,35
"Providence, RI",2014,59
"Somerville, MA",2014,6
"Springfield, MA",2014,32
"Waterbury, CT",2014,27
"Worcester, MA",2014,52
Mid. Atlantic,2014,1667
"Albany, NY",2014,45
"Allentown, PA",2014,24
"Buffalo, NY",2014,85
"Camden, NJ",2014,30
"Elizabeth, NJ",2014,16
"Erie, PA",2014,44
"Jersey City, NJ",2014,23
"New York City, NY",2014,936
"Newark, NJ",2014,34
"Paterson, NJ",2014,15
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,32
"Reading, PA",2014,34
"Rochester, NY",2014,147
"Schenectady, NY",2014,30
"Scranton, PA",2014,28
"Syracuse, NY",2014,84
"Trenton, NJ",2014,21
"Utica, NY",2014,21
"Yonkers, NY",2014,18
E.N. Central,2014,1842
"Akron, OH",2014,49
"Canton, OH",2014,31
"Chicago, IL",2014,247
"Cincinnati, OH",2014,74
"Cleveland, OH",2014,239
"Columbus, OH",2014,208
"Dayton, OH",2014,127
"Detroit, MI",2014,
"Evansville, IN",2014,50
"Fort Wayne, IN",2014,87
"Gary, IN",2014,11
"Grand Rapids, MI",2014,70
"Indianapolis, IN",2014,196
"Lansing, MI",2014,47
"Milwaukee, WI",2014,74
"Peoria, IL",2014,53
"Rockford, IL",2014,68
"South Bend, IN",2014,52
"Toledo, OH",2014,85
"Youngstown, OH",2014,74
W.N. Central,2014,532
"Des Moines, IA",2014,
"Duluth, MN",2014,26
"Kansas City, KS",2014,29
"Kansas City, MO",2014,68
"Lincoln, NC",2014,54
"Minneapolis, MN",2014,58
"Omaha, NE",2014,79
"St. Louis, MO",2014,84
"St. Paul, MN",2014,59
"Wichita, KS",2014,75
S. Atlantic,2014,1076
"Atlanta, GA",2014,140
"Baltimore, MD",2014,156
"Charlotte, NC",2014,136
"Jacksonville, FL",2014,146
"Miami, FL",2014,67
"Norfolk, VA",2014,65
"Richmond, VA",2014,48
"Savannah, GA",2014,62
"St. Petersburg, FL",2014,62
"Tampa, FL",2014,104
"Washington, D.C.",2014,79
"Wilmington, DE",2014,11
E.S. Central,2014,963
"Birmingham, AL",2014,180
"Chattanooga, TN",2014,94
"Knoxville, TN",2014,124
"Lexington, KY",2014,80
"Memphis, TN",2014,186
"Mobile, AL",2014,74
"Montgomery, AL",2014,60
"Nashville, TN",2014,165
W.S. Central,2014,1520
"Austin, TX",2014,83
"Baton Rouge, LA",2014,96
"Corpus Christi, TX",2014,64
"Dallas, TX",2014,187
"El Paso, TX",2014,121
"Fort Worth, TX",2014,
"Houston, TX",2014,353
"Little Rock, AR",2014,101
"New Orleans, LA",2014,61
"San Antonio, TX",2014,248
"Shreveport, LA",2014,64
"Tulsa, OK",2014,142
Mountain,2014,998
"Albuquerque, NM",2014,130
"Boise, ID",2014,55
"Colorado Springs, CO",2014,78
"Denver, CO",2014,81
"Las Vegas, NV",2014,300
"Ogden, UT",2014,30
"Phoenix, AZ",2014,160
"Pueblo, CO",2014,35
"Salt Lake City, UT",2014,129
"Tucson, AZ",2014,
Pacific,2014,1714
"Berkeley, CA",2014,13
"Fresno, CA",2014,141
"Glendale, CA",2014,33
"Honolulu, HI",2014,91
"Long Beach, CA",2014,55
"Los Angeles, CA",2014,267
"Pasadena, CA",2014,23
"Portland, OR",2014,119
"Sacramento, CA",2014,196
"San Diego, CA",2014,159
"San Francisco, CA",2014,85
"San Jose, CA",2014,197
"Santa Cruz, CA",2014,36
"Seattle, WA",2014,98
"Spokane, WA",2014,71
"Tacoma, WA",2014,130
Totalå¦,2014,10799
New England,2014,512
"Boston, MA",2014,120
"Bridgeport, CT",2014,32
"Cambridge, MA",2014,13
"Fall River, MA",2014,26
"Hartford, CT",2014,46
"Lowell, MA",2014,21
"Lynn, MA",2014,4
"New Bedford, MA",2014,19
"New Haven, CT",2014,31
"Providence, RI",2014,73
"Somerville, MA",2014,6
"Springfield, MA",2014,27
"Waterbury, CT",2014,24
"Worcester, MA",2014,70
Mid. Atlantic,2014,1735
"Albany, NY",2014,47
"Allentown, PA",2014,31
"Buffalo, NY",2014,86
"Camden, NJ",2014,26
"Elizabeth, NJ",2014,7
"Erie, PA",2014,41
"Jersey City, NJ",2014,32
"New York City, NY",2014,1017
"Newark, NJ",2014,36
"Paterson, NJ",2014,17
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,49
"Reading, PA",2014,26
"Rochester, NY",2014,151
"Schenectady, NY",2014,20
"Scranton, PA",2014,24
"Syracuse, NY",2014,75
"Trenton, NJ",2014,14
"Utica, NY",2014,12
"Yonkers, NY",2014,24
E.N. Central,2014,1879
"Akron, OH",2014,47
"Canton, OH",2014,37
"Chicago, IL",2014,249
"Cincinnati, OH",2014,76
"Cleveland, OH",2014,253
"Columbus, OH",2014,254
"Dayton, OH",2014,155
"Detroit, MI",2014,
"Evansville, IN",2014,30
"Fort Wayne, IN",2014,67
"Gary, IN",2014,4
"Grand Rapids, MI",2014,73
"Indianapolis, IN",2014,177
"Lansing, MI",2014,72
"Milwaukee, WI",2014,83
"Peoria, IL",2014,48
"Rockford, IL",2014,56
"South Bend, IN",2014,47
"Toledo, OH",2014,98
"Youngstown, OH",2014,53
W.N. Central,2014,602
"Des Moines, IA",2014,
"Duluth, MN",2014,26
"Kansas City, KS",2014,29
"Kansas City, MO",2014,105
"Lincoln, NC",2014,50
"Minneapolis, MN",2014,65
"Omaha, NE",2014,96
"St. Louis, MO",2014,95
"St. Paul, MN",2014,52
"Wichita, KS",2014,84
S. Atlantic,2014,1061
"Atlanta, GA",2014,129
"Baltimore, MD",2014,146
"Charlotte, NC",2014,135
"Jacksonville, FL",2014,120
"Miami, FL",2014,65
"Norfolk, VA",2014,43
"Richmond, VA",2014,77
"Savannah, GA",2014,59
"St. Petersburg, FL",2014,63
"Tampa, FL",2014,95
"Washington, D.C.",2014,123
"Wilmington, DE",2014,6
E.S. Central,2014,1042
"Birmingham, AL",2014,226
"Chattanooga, TN",2014,83
"Knoxville, TN",2014,96
"Lexington, KY",2014,68
"Memphis, TN",2014,182
"Mobile, AL",2014,140
"Montgomery, AL",2014,81
"Nashville, TN",2014,166
W.S. Central,2014,1446
"Austin, TX",2014,103
"Baton Rouge, LA",2014,80
"Corpus Christi, TX",2014,47
"Dallas, TX",2014,192
"El Paso, TX",2014,95
"Fort Worth, TX",2014,
"Houston, TX",2014,398
"Little Rock, AR",2014,106
"New Orleans, LA",2014,79
"San Antonio, TX",2014,258
"Shreveport, LA",2014,55
"Tulsa, OK",2014,33
Mountain,2014,1130
"Albuquerque, NM",2014,112
"Boise, ID",2014,86
"Colorado Springs, CO",2014,58
"Denver, CO",2014,96
"Las Vegas, NV",2014,278
"Ogden, UT",2014,32
"Phoenix, AZ",2014,181
"Pueblo, CO",2014,29
"Salt Lake City, UT",2014,122
"Tucson, AZ",2014,136
Pacific,2014,1695
"Berkeley, CA",2014,14
"Fresno, CA",2014,110
"Glendale, CA",2014,32
"Honolulu, HI",2014,105
"Long Beach, CA",2014,56
"Los Angeles, CA",2014,239
"Pasadena, CA",2014,24
"Portland, OR",2014,113
"Sacramento, CA",2014,212
"San Diego, CA",2014,158
"San Francisco, CA",2014,119
"San Jose, CA",2014,189
"Santa Cruz, CA",2014,24
"Seattle, WA",2014,103
"Spokane, WA",2014,72
"Tacoma, WA",2014,125
Totalå¦,2014,11102
New England,2014,494
"Boston, MA",2014,102
"Bridgeport, CT",2014,32
"Cambridge, MA",2014,15
"Fall River, MA",2014,29
"Hartford, CT",2014,53
"Lowell, MA",2014,18
"Lynn, MA",2014,5
"New Bedford, MA",2014,17
"New Haven, CT",2014,32
"Providence, RI",2014,46
"Somerville, MA",2014,7
"Springfield, MA",2014,34
"Waterbury, CT",2014,40
"Worcester, MA",2014,64
Mid. Atlantic,2014,1332
"Albany, NY",2014,52
"Allentown, PA",2014,32
"Buffalo, NY",2014,100
"Camden, NJ",2014,29
"Elizabeth, NJ",2014,13
"Erie, PA",2014,44
"Jersey City, NJ",2014,19
"New York City, NY",2014,587
"Newark, NJ",2014,32
"Paterson, NJ",2014,17
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,28
"Reading, PA",2014,29
"Rochester, NY",2014,171
"Schenectady, NY",2014,27
"Scranton, PA",2014,24
"Syracuse, NY",2014,78
"Trenton, NJ",2014,18
"Utica, NY",2014,20
"Yonkers, NY",2014,12
E.N. Central,2014,2000
"Akron, OH",2014,69
"Canton, OH",2014,30
"Chicago, IL",2014,281
"Cincinnati, OH",2014,80
"Cleveland, OH",2014,279
"Columbus, OH",2014,215
"Dayton, OH",2014,129
"Detroit, MI",2014,
"Evansville, IN",2014,49
"Fort Wayne, IN",2014,84
"Gary, IN",2014,28
"Grand Rapids, MI",2014,68
"Indianapolis, IN",2014,204
"Lansing, MI",2014,54
"Milwaukee, WI",2014,86
"Peoria, IL",2014,52
"Rockford, IL",2014,68
"South Bend, IN",2014,50
"Toledo, OH",2014,109
"Youngstown, OH",2014,65
W.N. Central,2014,576
"Des Moines, IA",2014,
"Duluth, MN",2014,30
"Kansas City, KS",2014,12
"Kansas City, MO",2014,93
"Lincoln, NC",2014,39
"Minneapolis, MN",2014,67
"Omaha, NE",2014,93
"St. Louis, MO",2014,95
"St. Paul, MN",2014,63
"Wichita, KS",2014,84
S. Atlantic,2014,1040
"Atlanta, GA",2014,131
"Baltimore, MD",2014,150
"Charlotte, NC",2014,136
"Jacksonville, FL",2014,138
"Miami, FL",2014,64
"Norfolk, VA",2014,
"Richmond, VA",2014,56
"Savannah, GA",2014,61
"St. Petersburg, FL",2014,60
"Tampa, FL",2014,103
"Washington, D.C.",2014,133
"Wilmington, DE",2014,8
E.S. Central,2014,944
"Birmingham, AL",2014,183
"Chattanooga, TN",2014,72
"Knoxville, TN",2014,104
"Lexington, KY",2014,70
"Memphis, TN",2014,231
"Mobile, AL",2014,85
"Montgomery, AL",2014,39
"Nashville, TN",2014,160
W.S. Central,2014,1463
"Austin, TX",2014,62
"Baton Rouge, LA",2014,89
"Corpus Christi, TX",2014,61
"Dallas, TX",2014,201
"El Paso, TX",2014,100
"Fort Worth, TX",2014,
"Houston, TX",2014,362
"Little Rock, AR",2014,90
"New Orleans, LA",2014,45
"San Antonio, TX",2014,275
"Shreveport, LA",2014,73
"Tulsa, OK",2014,105
Mountain,2014,1219
"Albuquerque, NM",2014,105
"Boise, ID",2014,59
"Colorado Springs, CO",2014,71
"Denver, CO",2014,91
"Las Vegas, NV",2014,327
"Ogden, UT",2014,34
"Phoenix, AZ",2014,193
"Pueblo, CO",2014,22
"Salt Lake City, UT",2014,134
"Tucson, AZ",2014,183
Pacific,2014,1694
"Berkeley, CA",2014,14
"Fresno, CA",2014,125
"Glendale, CA",2014,37
"Honolulu, HI",2014,92
"Long Beach, CA",2014,55
"Los Angeles, CA",2014,248
"Pasadena, CA",2014,21
"Portland, OR",2014,125
"Sacramento, CA",2014,212
"San Diego, CA",2014,147
"San Francisco, CA",2014,99
"San Jose, CA",2014,206
"Santa Cruz, CA",2014,22
"Seattle, WA",2014,104
"Spokane, WA",2014,70
"Tacoma, WA",2014,117
Totalå¦,2014,10762
New England,2014,443
"Boston, MA",2014,91
"Bridgeport, CT",2014,23
"Cambridge, MA",2014,7
"Fall River, MA",2014,27
"Hartford, CT",2014,47
"Lowell, MA",2014,20
"Lynn, MA",2014,3
"New Bedford, MA",2014,17
"New Haven, CT",2014,40
"Providence, RI",2014,59
"Somerville, MA",2014,2
"Springfield, MA",2014,24
"Waterbury, CT",2014,27
"Worcester, MA",2014,56
Mid. Atlantic,2014,1718
"Albany, NY",2014,49
"Allentown, PA",2014,26
"Buffalo, NY",2014,85
"Camden, NJ",2014,46
"Elizabeth, NJ",2014,24
"Erie, PA",2014,47
"Jersey City, NJ",2014,30
"New York City, NY",2014,980
"Newark, NJ",2014,26
"Paterson, NJ",2014,14
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,35
"Reading, PA",2014,44
"Rochester, NY",2014,142
"Schenectady, NY",2014,20
"Scranton, PA",2014,25
"Syracuse, NY",2014,73
"Trenton, NJ",2014,21
"Utica, NY",2014,12
"Yonkers, NY",2014,19
E.N. Central,2014,1816
"Akron, OH",2014,47
"Canton, OH",2014,25
"Chicago, IL",2014,277
"Cincinnati, OH",2014,78
"Cleveland, OH",2014,222
"Columbus, OH",2014,235
"Dayton, OH",2014,124
"Detroit, MI",2014,
"Evansville, IN",2014,53
"Fort Wayne, IN",2014,78
"Gary, IN",2014,8
"Grand Rapids, MI",2014,55
"Indianapolis, IN",2014,195
"Lansing, MI",2014,48
"Milwaukee, WI",2014,92
"Peoria, IL",2014,57
"Rockford, IL",2014,45
"South Bend, IN",2014,44
"Toledo, OH",2014,80
"Youngstown, OH",2014,53
W.N. Central,2014,431
"Des Moines, IA",2014,
"Duluth, MN",2014,19
"Kansas City, KS",2014,29
"Kansas City, MO",2014,28
"Lincoln, NC",2014,41
"Minneapolis, MN",2014,54
"Omaha, NE",2014,82
"St. Louis, MO",2014,33
"St. Paul, MN",2014,73
"Wichita, KS",2014,72
S. Atlantic,2014,934
"Atlanta, GA",2014,
"Baltimore, MD",2014,150
"Charlotte, NC",2014,132
"Jacksonville, FL",2014,159
"Miami, FL",2014,64
"Norfolk, VA",2014,50
"Richmond, VA",2014,40
"Savannah, GA",2014,54
"St. Petersburg, FL",2014,64
"Tampa, FL",2014,122
"Washington, D.C.",2014,90
"Wilmington, DE",2014,9
E.S. Central,2014,910
"Birmingham, AL",2014,197
"Chattanooga, TN",2014,79
"Knoxville, TN",2014,128
"Lexington, KY",2014,58
"Memphis, TN",2014,151
"Mobile, AL",2014,94
"Montgomery, AL",2014,43
"Nashville, TN",2014,160
W.S. Central,2014,1408
"Austin, TX",2014,106
"Baton Rouge, LA",2014,86
"Corpus Christi, TX",2014,53
"Dallas, TX",2014,183
"El Paso, TX",2014,100
"Fort Worth, TX",2014,
"Houston, TX",2014,314
"Little Rock, AR",2014,59
"New Orleans, LA",2014,63
"San Antonio, TX",2014,249
"Shreveport, LA",2014,65
"Tulsa, OK",2014,130
Mountain,2014,1093
"Albuquerque, NM",2014,100
"Boise, ID",2014,70
"Colorado Springs, CO",2014,61
"Denver, CO",2014,72
"Las Vegas, NV",2014,275
"Ogden, UT",2014,39
"Phoenix, AZ",2014,171
"Pueblo, CO",2014,41
"Salt Lake City, UT",2014,127
"Tucson, AZ",2014,137
Pacific,2014,1602
"Berkeley, CA",2014,17
"Fresno, CA",2014,131
"Glendale, CA",2014,32
"Honolulu, HI",2014,59
"Long Beach, CA",2014,61
"Los Angeles, CA",2014,226
"Pasadena, CA",2014,23
"Portland, OR",2014,110
"Sacramento, CA",2014,183
"San Diego, CA",2014,163
"San Francisco, CA",2014,86
"San Jose, CA",2014,194
"Santa Cruz, CA",2014,25
"Seattle, WA",2014,111
"Spokane, WA",2014,60
"Tacoma, WA",2014,121
Totalå¦,2014,10355
New England,2014,517
"Boston, MA",2014,88
"Bridgeport, CT",2014,32
"Cambridge, MA",2014,9
"Fall River, MA",2014,31
"Hartford, CT",2014,53
"Lowell, MA",2014,23
"Lynn, MA",2014,5
"New Bedford, MA",2014,16
"New Haven, CT",2014,32
"Providence, RI",2014,75
"Somerville, MA",2014,6
"Springfield, MA",2014,33
"Waterbury, CT",2014,30
"Worcester, MA",2014,84
Mid. Atlantic,2014,1727
"Albany, NY",2014,47
"Allentown, PA",2014,30
"Buffalo, NY",2014,96
"Camden, NJ",2014,35
"Elizabeth, NJ",2014,20
"Erie, PA",2014,35
"Jersey City, NJ",2014,19
"New York City, NY",2014,1028
"Newark, NJ",2014,23
"Paterson, NJ",2014,19
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,37
"Reading, PA",2014,37
"Rochester, NY",2014,130
"Schenectady, NY",2014,26
"Scranton, PA",2014,25
"Syracuse, NY",2014,59
"Trenton, NJ",2014,29
"Utica, NY",2014,12
"Yonkers, NY",2014,20
E.N. Central,2014,1911
"Akron, OH",2014,57
"Canton, OH",2014,16
"Chicago, IL",2014,275
"Cincinnati, OH",2014,81
"Cleveland, OH",2014,273
"Columbus, OH",2014,224
"Dayton, OH",2014,140
"Detroit, MI",2014,
"Evansville, IN",2014,49
"Fort Wayne, IN",2014,101
"Gary, IN",2014,18
"Grand Rapids, MI",2014,67
"Indianapolis, IN",2014,216
"Lansing, MI",2014,46
"Milwaukee, WI",2014,54
"Peoria, IL",2014,43
"Rockford, IL",2014,56
"South Bend, IN",2014,42
"Toledo, OH",2014,84
"Youngstown, OH",2014,69
W.N. Central,2014,532
"Des Moines, IA",2014,
"Duluth, MN",2014,32
"Kansas City, KS",2014,29
"Kansas City, MO",2014,97
"Lincoln, NC",2014,42
"Minneapolis, MN",2014,56
"Omaha, NE",2014,92
"St. Louis, MO",2014,43
"St. Paul, MN",2014,55
"Wichita, KS",2014,86
S. Atlantic,2014,1163
"Atlanta, GA",2014,182
"Baltimore, MD",2014,159
"Charlotte, NC",2014,140
"Jacksonville, FL",2014,167
"Miami, FL",2014,69
"Norfolk, VA",2014,38
"Richmond, VA",2014,41
"Savannah, GA",2014,73
"St. Petersburg, FL",2014,66
"Tampa, FL",2014,115
"Washington, D.C.",2014,110
"Wilmington, DE",2014,3
E.S. Central,2014,917
"Birmingham, AL",2014,158
"Chattanooga, TN",2014,58
"Knoxville, TN",2014,138
"Lexington, KY",2014,90
"Memphis, TN",2014,181
"Mobile, AL",2014,74
"Montgomery, AL",2014,71
"Nashville, TN",2014,147
W.S. Central,2014,1413
"Austin, TX",2014,87
"Baton Rouge, LA",2014,90
"Corpus Christi, TX",2014,52
"Dallas, TX",2014,227
"El Paso, TX",2014,97
"Fort Worth, TX",2014,
"Houston, TX",2014,336
"Little Rock, AR",2014,42
"New Orleans, LA",2014,80
"San Antonio, TX",2014,244
"Shreveport, LA",2014,44
"Tulsa, OK",2014,114
Mountain,2014,1217
"Albuquerque, NM",2014,107
"Boise, ID",2014,66
"Colorado Springs, CO",2014,99
"Denver, CO",2014,95
"Las Vegas, NV",2014,304
"Ogden, UT",2014,54
"Phoenix, AZ",2014,183
"Pueblo, CO",2014,44
"Salt Lake City, UT",2014,123
"Tucson, AZ",2014,142
Pacific,2014,1687
"Berkeley, CA",2014,11
"Fresno, CA",2014,116
"Glendale, CA",2014,34
"Honolulu, HI",2014,62
"Long Beach, CA",2014,58
"Los Angeles, CA",2014,248
"Pasadena, CA",2014,29
"Portland, OR",2014,122
"Sacramento, CA",2014,235
"San Diego, CA",2014,146
"San Francisco, CA",2014,102
"San Jose, CA",2014,202
"Santa Cruz, CA",2014,27
"Seattle, WA",2014,130
"Spokane, WA",2014,60
"Tacoma, WA",2014,105
Totalå¦,2014,11084
New England,2014,493
"Boston, MA",2014,79
"Bridgeport, CT",2014,38
"Cambridge, MA",2014,19
"Fall River, MA",2014,27
"Hartford, CT",2014,47
"Lowell, MA",2014,24
"Lynn, MA",2014,5
"New Bedford, MA",2014,15
"New Haven, CT",2014,41
"Providence, RI",2014,83
"Somerville, MA",2014,1
"Springfield, MA",2014,37
"Waterbury, CT",2014,31
"Worcester, MA",2014,46
Mid. Atlantic,2014,1864
"Albany, NY",2014,43
"Allentown, PA",2014,33
"Buffalo, NY",2014,113
"Camden, NJ",2014,13
"Elizabeth, NJ",2014,22
"Erie, PA",2014,64
"Jersey City, NJ",2014,18
"New York City, NY",2014,1010
"Newark, NJ",2014,32
"Paterson, NJ",2014,13
"Philadelphia, PA",2014,
"Pittsburgh, PAå¤",2014,122
"Reading, PA",2014,28
"Rochester, NY",2014,164
"Schenectady, NY",2014,30
"Scranton, PA",2014,24
"Syracuse, NY",2014,85
"Trenton, NJ",2014,22
"Utica, NY",2014,9
"Yonkers, NY",2014,19
E.N. Central,2014,1960
"Akron, OH",2014,57
"Canton, OH",2014,34
"Chicago, IL",2014,249
"Cincinnati, OH",2014,77
"Cleveland, OH",2014,265
"Columbus, OH",2014,232
"Dayton, OH",2014,129
"Detroit, MI",2014,
"Evansville, IN",2014,44
"Fort Wayne, IN",2014,96
"Gary, IN",2014,15
"Grand Rapids, MI",2014,77
"Indianapolis, IN",2014,200
"Lansing, MI",2014,52
"Milwaukee, WI",2014,87
"Peoria, IL",2014,54
"Rockford, IL",2014,79
"South Bend, IN",2014,53
"Toledo, OH",2014,94
"Youngstown, OH",2014,66
W.N. Central,2014,623
"Des Moines, IA",2014,
"Duluth, MN",2014,28
"Kansas City, KS",2014,20
"Kansas City, MO",2014,117
"Lincoln, NC",2014,60
"Minneapolis, MN",2014,59
"Omaha, NE",2014,102
"St. Louis, MO",2014,99
"St. Paul, MN",2014,69
"Wichita, KS",2014,69
S. Atlantic,2014,1162
"Atlanta, GA",2014,150
"Baltimore, MD",2014,153
"Charlotte, NC",2014,139
"Jacksonville, FL",2014,168
"Miami, FL",2014,68
"Norfolk, VA",2014,57
"Richmond, VA",2014,59
"Savannah, GA",2014,53
"St. Petersburg, FL",2014,64
"Tampa, FL",2014,110
"Washington, D.C.",2014,122
"Wilmington, DE",2014,19
E.S. Central,2014,896
"Birmingham, AL",2014,173
"Chattanooga, TN",2014,98
"Knoxville, TN",2014,66
"Lexington, KY",2014,88
"Memphis, TN",2014,173
"Mobile, AL",2014,88
"Montgomery, AL",2014,47
"Nashville, TN",2014,163
W.S. Central,2014,1519
"Austin, TX",2014,124
"Baton Rouge, LA",2014,91
"Corpus Christi, TX",2014,71
"Dallas, TX",2014,207
"El Paso, TX",2014,128
"Fort Worth, TX",2014,
"Houston, TX",2014,351
"Little Rock, AR",2014,54
"New Orleans, LA",2014,50
"San Antonio, TX",2014,262
"Shreveport, LA",2014,63
"Tulsa, OK",2014,118
Mountain,2014,1128
"Albuquerque, NM",2014,107
"Boise, ID",2014,51
"Colorado Springs, CO",2014,82
"Denver, CO",2014,89
"Las Vegas, NV",2014,274
"Ogden, UT",2014,39
"Phoenix, AZ",2014,156
"Pueblo, CO",2014,22
